"numero";"ano";"requisicao";"data";"id_unidade_requisitante";"unidade_requisitante";"id_unidade_custo";"unidade_custo";"observacoes";"grupo_material";"convenio";"status";"tipo_requisicao";"almoxarifado";"valor"
"36887";"2002";"36887/2002";"30/12/2002";"290";"MUSEU CÂMARA CASCUDO";"290";"MUSEU CÂMARA CASCUDO";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            24,15"
"36886";"2002";"36886/2002";"30/12/2002";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            23,00"
"36885";"2002";"36885/2002";"30/12/2002";"1676";"HUOL - DIVISÃO DE NUTRIÇÃO E DIETETICA";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            23,00"
"36884";"2002";"36884/2002";"30/12/2002";"1676";"HUOL - DIVISÃO DE NUTRIÇÃO E DIETETICA";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            23,00"
"36883";"2002";"36883/2002";"30/12/2002";"1676";"HUOL - DIVISÃO DE NUTRIÇÃO E DIETETICA";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            23,00"
"36882";"2002";"36882/2002";"30/12/2002";"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            19,55"
"36881";"2002";"36881/2002";"30/12/2002";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            10,35"
"36880";"2002";"36880/2002";"30/12/2002";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"";"GAS ENGARRAFADO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$         2.080,00"
"36878";"2002";"36878/2002";"27/12/2002";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"almoxarifado";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           115,00"
"36877";"2002";"36877/2002";"27/12/2002";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"almoxarifado";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           115,00"
"36875";"2002";"36875/2002";"26/12/2002";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           272,23"
"36874";"2002";"36874/2002";"26/12/2002";"253";"NÚCLEO PERMANENTE DE CONCURSOS";"253";"NÚCLEO PERMANENTE DE CONCURSOS";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$             4,60"
"36873";"2002";"36873/2002";"26/12/2002";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           127,00"
"36872";"2002";"36872/2002";"26/12/2002";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            11,50"
"36871";"2002";"36871/2002";"26/12/2002";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"";"GAS ENGARRAFADO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            28,00"
"36869";"2002";"36869/2002";"23/12/2002";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"CAMPUS II";"MATERIAL DE PROTECAO E SEGURANCA";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            14,96"
"36868";"2002";"36868/2002";"23/12/2002";"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            34,50"
"36867";"2002";"36867/2002";"23/12/2002";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"CAMPUS II";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           367,27"
"36866";"2002";"36866/2002";"23/12/2002";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"CAMPUS I";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           312,90"
"36865";"2002";"36865/2002";"23/12/2002";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"CAMPUS I";"MATERIAL DE PROTECAO E SEGURANCA";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$             2,70"
"36864";"2002";"36864/2002";"23/12/2002";"262";"GABINETE DO REITOR";"262";"GABINETE DO REITOR";"GABINETE DO REITOR";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           950,00"
"36863";"2002";"36863/2002";"23/12/2002";"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            14,95"
"36862";"2002";"36862/2002";"23/12/2002";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            23,00"
"36861";"2002";"36861/2002";"23/12/2002";"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"DL  52/03
PROC.  7779/03";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           124,00"
"36860";"2002";"36860/2002";"20/12/2002";"1451";"SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO CENTRAL";"1451";"SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO CENTRAL";"TP  38/02
PROC. 40468/02 (CARONA)";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$         9.508,00"
"36859";"2002";"36859/2002";"20/12/2002";"1458";"RESERVA TÉCNICA";"1458";"RESERVA TÉCNICA";"RESERVA TÉCNICA DA PAAE - FOGÃO 01 P/CERES
CV  37/02
PROC.  40456/02  (CARONA)";"APARELHOS UTENSÍLIOS DOMÉSTICOS E AR CONDICIONADO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$           686,00"
"36858";"2002";"36858/2002";"20/12/2002";"1458";"RESERVA TÉCNICA";"1458";"RESERVA TÉCNICA";"RESERVA TÉCNICA DA PAAE

CV  37/02
PROC.  40456/02  (CARONA)";"APARELHOS E EQUIPAMENTOS DE COMUNICACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$           488,80"
"36857";"2002";"36857/2002";"20/12/2002";"1458";"RESERVA TÉCNICA";"1458";"RESERVA TÉCNICA";"RESERVA TÉCNICA DA PAAE-  BEBEDOURO 06 P/R.T e 04 P/CERES - VENTILADOR 10  P/CERES
CV  37/02
PROC.";"MAQUINAS, UTENSILIOS E EQUIPAMENTOS DIVERSOS";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$         5.810,00"
"36855";"2002";"36855/2002";"20/12/2002";"1791";"CONVÊNIO CAPES PROAP 2005";"1791";"CONVÊNIO CAPES PROAP 2005";"DL  473/02
PROC.  40615/02";"OUTROS MATERIAIS DE CONSUMO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$           988,00"
"36854";"2002";"36854/2002";"20/12/2002";"1751";"DEPARTAMENTO DE ASSISTENCIA AO SERVIDOR - APAGAR";"1751";"DEPARTAMENTO DE ASSISTENCIA AO SERVIDOR - APAGAR";"";"MATERIAL DE PROCESSAMENTO DE DADOS";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            23,33"
"36853";"2002";"36853/2002";"20/12/2002";"1751";"DEPARTAMENTO DE ASSISTENCIA AO SERVIDOR - APAGAR";"1751";"DEPARTAMENTO DE ASSISTENCIA AO SERVIDOR - APAGAR";"";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            26,94"
"36852";"2002";"36852/2002";"20/12/2002";"356";"DMP - COMISSÃO PERMANENTE DE LICITAÇÕES";"356";"DMP - COMISSÃO PERMANENTE DE LICITAÇÕES";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$             3,45"
"36851";"2002";"36851/2002";"20/12/2002";"356";"DMP - COMISSÃO PERMANENTE DE LICITAÇÕES";"356";"DMP - COMISSÃO PERMANENTE DE LICITAÇÕES";"";"MATERIAL DE ACONDICIONAMENTO E EMBALAGEM";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            13,95"
"36850";"2002";"36850/2002";"20/12/2002";"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           222,00"
"36849";"2002";"36849/2002";"20/12/2002";"283";"EDITORA UNIVERSITÁRIA";"283";"EDITORA UNIVERSITÁRIA";"";"MATERIAL DE COPA E COZINHA";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            14,80"
"36848";"2002";"36848/2002";"20/12/2002";"283";"EDITORA UNIVERSITÁRIA";"283";"EDITORA UNIVERSITÁRIA";"";"MATERIAL DE PROCESSAMENTO DE DADOS";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            68,20"
"36847";"2002";"36847/2002";"20/12/2002";"356";"DMP - COMISSÃO PERMANENTE DE LICITAÇÕES";"356";"DMP - COMISSÃO PERMANENTE DE LICITAÇÕES";"";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           133,60"
"36846";"2002";"36846/2002";"20/12/2002";"1424";"HOSPED - HOSPITAL DE PEDIATRIA";"1424";"HOSPED - HOSPITAL DE PEDIATRIA";"";"GAS ENGARRAFADO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           520,00"
"36845";"2002";"36845/2002";"20/12/2002";"1740";"DMP - ALMOXARIFADO CENTRAL";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"MATERIAL DE PROTECAO E SEGURANCA";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$             4,56"
"36844";"2002";"36844/2002";"20/12/2002";"1740";"DMP - ALMOXARIFADO CENTRAL";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           126,54"
"36843";"2002";"36843/2002";"20/12/2002";"1424";"HOSPED - HOSPITAL DE PEDIATRIA";"1424";"HOSPED - HOSPITAL DE PEDIATRIA";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            23,00"
"36842";"2002";"36842/2002";"20/12/2002";"1740";"DMP - ALMOXARIFADO CENTRAL";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"MATERIAL DE COPA E COZINHA";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$             3,38"
"36841";"2002";"36841/2002";"20/12/2002";"1740";"DMP - ALMOXARIFADO CENTRAL";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"MATERIAL DE PROCESSAMENTO DE DADOS";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            18,10"
"36840";"2002";"36840/2002";"20/12/2002";"1424";"HOSPED - HOSPITAL DE PEDIATRIA";"1424";"HOSPED - HOSPITAL DE PEDIATRIA";"";"MATERIAL DE COPA E COZINHA";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           622,20"
"36839";"2002";"36839/2002";"20/12/2002";"356";"DMP - COMISSÃO PERMANENTE DE LICITAÇÕES";"356";"DMP - COMISSÃO PERMANENTE DE LICITAÇÕES";"";"MATERIAL DE COPA E COZINHA";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            21,50"
"36838";"2002";"36838/2002";"20/12/2002";"1740";"DMP - ALMOXARIFADO CENTRAL";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            27,35"
"36837";"2002";"36837/2002";"20/12/2002";"356";"DMP - COMISSÃO PERMANENTE DE LICITAÇÕES";"356";"DMP - COMISSÃO PERMANENTE DE LICITAÇÕES";"";"MATERIAL DE PROCESSAMENTO DE DADOS";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            36,00"
"36836";"2002";"36836/2002";"20/12/2002";"356";"DMP - COMISSÃO PERMANENTE DE LICITAÇÕES";"356";"DMP - COMISSÃO PERMANENTE DE LICITAÇÕES";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           136,43"
"36835";"2002";"36835/2002";"20/12/2002";"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"1458";"RESERVA TÉCNICA";"ADMINISTRAÇÃO DO CENTRO DE CONVIVÊNCIA";"MATERIAL DE COPA E COZINHA";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            36,30"
